keyword,emotion,score
straight outta,sadness,0.49109
commons,sadness,0.49109
snoop mogg,,0
damian green sums,disgust,0.361229
views of the nation,disgust,0.361229
stop brexit man,disgust,0.361229
sad @anna_soubry,sadness,0.808855
honour bound,sadness,0.808855
constituents fi,sadness,0.808855
@heidiallen75,sadness,0.808855
austerity,sadness,0.343582
concern,sadness,0.343582
brexit,,0
cameron,sadness,0.343582
tremendous sympathy,disgust,0.643391
admiration,disgust,0.643391
racism,disgust,0.643391
ove,,0
ugly politics,disgust,0.643391
signatures tonight,,0
important petition,,0
government,,0
eve,,0
australia,joy,0.518924
trade,joy,0.518924
deal,joy,0.49028
eu,joy,0.518924
fearmongering,disgust,0.511204
government,disgust,0.511204
amp,disgust,0.511204
nerve,anger,0.656823
brexiteers,anger,0.656823
week,anger,0.656823
remainers,disgust,0.511204
st,anger,0.388492
daily mail,,0
sun,,0
deal,fear,0.284078
ihef19,joy,0.548202
government's new international educat,joy,0.548202
detail,joy,0.548202
chris williamson,,0
gift,joy,0.827096
apology,,0
