keyword,emotion,score
moment' https://t.co/riveusy87l https://t.co/1,disgust,0.232357
third episode,sadness,0.63933
podcast,sadness,0.63933
brexit,,0
@liam_kay,,0
visit,,0
no-deal brexit,disgust,0.38944
charities,disgust,0.38944
prime minister's motion today,joy,0.488114
deal,joy,0.488114
people,joy,0.492866
table,joy,0.488114
house of commons vote,joy,0.359017
prime minister's brexit deal,joy,0.359017
government ayes,sadness,0.402094
defeat,sadness,0.402094
irish backstop,sadness,0.2956
government,sadness,0.2956
resolution,sadness,0.2956
erg,sadness,0.2956
pm,,0
government,,0
prime minister,sadness,0.598245
motion of no confidence,sadness,0.598245
corbyn,sadness,0.598245
labour,sadness,0.598245
brilliant  referendum  brexitbunker,joy,0.763938
absolute disgrace,disgust,0.769491
select committees,disgust,0.769491
amp,disgust,0.769491
vindictive attack,disgust,0.769491
much hilarity,disgust,0.417031
tory brexit ultra mark francois,disgust,0.417031
house of the time,disgust,0.417031
intel,disgust,0.417031
bercow,disgust,0.417031
brexit deal,sadness,0.613897
vote,sadness,0.613897
government,sadness,0.613897
bercow,sadness,0.613897
mps,sadness,0.613897
timing of saturday,joy,0.423128
back of the european summit,anger,0.213099
government,anger,0.213099
people march,joy,0.423128
bercow's likely rejection,sadness,0.674542
further vote,sadness,0.674542
tig,sadness,0.674542
may's deal,sadness,0.674542
wrong labour,sadness,0.674542
interesting tweet,joy,0.730171
uk government,sadness,0.770847
outcome of tonight,sadness,0.811426
majority,sadness,0.770847
united kingdom,joy,0.345474
european commission https://t.co/7h,joy,0.345474
documents,joy,0.345474
article,joy,0.345474
negotiations,joy,0.345474
fullest confidence,joy,0.648889
aim,joy,0.539218
solution,joy,0.539218
pm,,0
days,joy,0.539218
ju,joy,0.648889
brexit funder arron banks,disgust,0.523083
jo cox’s murder,disgust,0.523083
campaign suspension,disgust,0.523083
social media team,disgust,0.523083
spend,disgust,0.523083
angela eagle,joy,0.468175
heavy defeats,joy,0.468175
meaningful vote,joy,0.468175
point,joy,0.468175
amp,joy,0.468175
hoc,joy,0.468175
bercow,joy,0.468175
collateral damage,sadness,0.777435
citizens,sadness,0.777435
amp,sadness,0.777435
brexit,sadness,0.777435
uk,sadness,0.777435
